phrase,sentiment_score
.,2
a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report,3
to be made for a different film altogether,2
surprisingly violent,2
are,2
this one,2
compelling,3
Hunting,2
a,2
to retain their lunch,2
to the more traditional action genre,2
except,2
treats women like idiots .,0
The,2
impulses,2
-LRB- and sometimes illegal -RRB-,2
like I have been waiting my whole life for this movie,4
is,2
a,2
Coen brothers envious,2
Mohawk,2
definitely,3
the,2
been plundered by similar works featuring the insight,1
of,2
",",2
the crux of the mystery,2
",",2
numerous,2
material,2
In a way,2
of Fire,2
limp,2
as cool and crowd-pleasing as a documentary can get,4
of,2
entangled interrelationships and complex morality,3
that something has been lost in the translation to the screen,1
"Inside the film 's conflict-powered plot there is a decent moral trying to get out ,",3
--,2
"gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world",3
this movie,2
Affleck and Jackson,2
a stationary camera,2
's refreshing to see a girl-power movie that does n't feel it has to prove anything .,3
to,2
a bad slasher flick,1
solid performance,3
more,2
Ya,2
its,2
Like the Chelsea 's denizens ... Burdette 's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste .,2
bad,0
against success,2
manners,2
there,2
nervous breakdown,2
joyful,4
for one of the year 's best films,4
good,3
charisma,3
Too,2
look at war,2
abundance of hackneyed dialogue and,0
Imposter,2
human nature,3
timeframe,2
socio-histo-political treatise,2
.,2
pleasures,3
as monumental ` picture shows,3
.,2
're not,2
fryers and hamburgers,2
this,2
rolling musical back,3
"need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license Avary employs",2
about,2
it 's certainly not a champion,1
--,2
other,2
the wisdom,3
cheesy coincidences and,1
daughter,2
Full,3
"waste the talents of Robert Forster , Anne Meara , Eugene Levy , and Reginald VelJohnson all in the same movie",0
for,2
TV-to-movie franchise game,2
most of its pleasure,3
see when you do n't want to use your brain,2
drag,1
is stoic,2
perilously,1
...,2
violence,0
a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid,3
scary,2
as anything more,2
"have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this .",1
"The result is a gaudy bag of stale candy , something from a Halloween that died .",1
Rebecca Romijn-Stamos,2
its extraordinary themes,3
even,2
the showmanship,2
into,2
turns,2
cuts,2
of its characters,2
It,2
documents a culture in the throes of rapid change,3
its determined stylishness,2
shot,2
wo,2
film,2
masterpiece,4
",",2
The affectionate loopiness,2
a film,2
"about three vapid , insensitive people who take",2
shameless sham,1
is so disgusting that viewers may be hard pressed to retain their lunch,0
witless,1
"to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license Avary employs",2
as,2
from,2
new,3
with all the weird stuff,2
-LRB- Quills -RRB-,2
the,2
Pie On Valium,2
currency,2
hope,4
a pretty big problem,1
",",2
does n't aim for our sympathy,2
.,2
can,2
A solid examination,3
mysteries,2
"`` The Ring '' is pretty much an English-language copy of the film that inspired it ,",2
Like,3
life,3
credits,2
in,2
modem,2
pretty,4
the summer heat and,2
starting,3
and,2
like,2
to,2
video movie,2
his medium and his message,2
the treads of The Bicycle Thief,2
of,2
makes its characters,2
as,2
U.S. satellite,2
your parents think,2
n't,2
phrase ` comedy gag,1
with,2
's,2
of cultures and film genres,2
"Sometimes it feels as if it might have been made in the '70s or '80s , and starred Chevy Chase and Goldie Hawn .",2
the rigors of filmmaking,2
's fascinating to see how Bettany and McDowell play off each other .,3
work,2
're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships,1
actors,2
100,2
",",2
slim,2
treasure,3
Soderbergh,2
Movie,2
Madonna 's Swept Away,2
The inspirational screenplay by Mike Rich,4
What,2
uncover it,2
",",2
this,2
.,2
could,2
except,2
minutes,2
do you,3
all feels like a Monty Python sketch gone horribly wrong .,1
a,2
"Sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is Rebecca Romijn-Stamos",2
's,2
Coen,2
something greater,2
before,2
"despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you",3
"the unerring professionalism of the chilly production ,",3
"can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?",0
in,2
A giggle a minute,4
the emotional connections that purport to span a 125-year divide,2
unclassifiably awful study,0
` suits ',2
seems,2
misogynistic piece,1
believable,3
ca n't see how insufferable the character is,1
This is an egotistical endeavor from the daughter of horror director Dario Argento -LRB- a producer here -RRB-,1
's inoffensive,3
fast-paced,3
an,2
the,2
"represents everything wrong with '' independent film '' as a commodified , sold-out concept on the American filmmaking scene .",2
find ourselves longing for the block of wood to come back,2
pulse,1
is a good stepping stone for director Sprecher,3
"made in 1978 but not released then because it was so weak , and it has been unearthed",1
no liberal cause unplundered,2
about the artistic instinct that pushes a majority-oriented director like Steven Spielberg to follow A.I. with this challenging report so liable to unnerve the majority,3
inspired it,2
film,2
Other,2
previous,2
remarkably solid and subtly,3
not even someone as gifted as Hoffman -LRB- the actor -RRB- can make it work,1
so stale,1
so,2
lead actress,2
the,2
a misfire,2
either gender in the audience,2
little,2
as,2
Like Mike is n't interested in recycling old cliches .,2
illusion,2
film,2
Goldie Hawn,3
in this less-than-magic kingdom,1
A film about a young man finding God that is accessible and touching to the marrow .,3
are,2
a,2
"The last 20 minutes are somewhat redeeming , but most of the movie is the same teenage American road-trip drek we 've seen before -",1
to the next,2
than,2
Two Weddings and a Funeral '' fun,4
needs,2
The Cold Turkey,2
to be,2
seems like I have been waiting my whole life for this movie,4
"Much as we might be interested in gratuitous sexualization , Haneke has a different objective in mind",3
who,2
party,2
generation,2
earns,2
delightful,4
"the sex , drugs and show-tunes plot",2
movie,2
films,2
.,2
only,2
work,2
who,2
deal,2
done to death,1
so-inept - it 's -,1
hero,3
for,2
The next generation of mob movie .,2
intensifying escapist adventure,3
My Wife Is an Actress is an utterly charming French comedy that feels so American in sensibility and style it 's virtually its own Hollywood remake .,4
thrillers,2
a,2
The film 's almost unbearable portrait,1
disappointingly superficial,1
"the odds against success are long enough to intimidate , but short enough to make a dream seem possible",2
It,2
shots of her gazing out windows,2
have,2
follow-up,2
none,2
half,2
criminal activity,1
it becomes everything that the rather clumsy original was railing against,2
as a film maker who artfully bends technical know-how to the service of psychological insight,3
even a hint of that typical kiddie-flick sentimentality,2
show-off,2
them,2
of control,2
you,2
a series,2
for this movie,2
the,2
behind,2
scares,2
this,2
the,2
O,2
genre enthusiast,2
fancy special effects,3
effect,2
seeing just,2
Vera 's,2
The,2
as,2
", but it introduces viewers to a good charitable enterprise and some interesting real people",3
Through the Looking Glass,2
",",2
wild surreal stuff,3
complicity,2
despite many charming moments,2
blow up small potatoes to 10 times their natural size,2
take,2
but,2
actually pretty good,3
things,2
Crossroads '' instead,2
gripping,3
the,2
good reason,3
The longer the movie goes,2
",",2
of the combatants,2
watch,2
the,2
a college football fight song,2
a,2
a,2
in the translation,2
an,2
",",2
"obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative",1
leave a light on every night from now,3
subject,2
far,2
comically adept ensemble,3
in,2
the cool presence,2
.,2
strange,1
hurting,1
characters,2
been,2
ca n't miss it,3
the hollow state of modern love life,2
superior,3
"digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars .",4
.,2
stick,2
evocative,3
Another in-your-face wallow,1
hostess,2
Turns,2
to,2
to make a dream seem possible,2
it ca n't get any more gay,0
His comedy premises,2
the night rather than,2
if the heart belongs to a big,2
"Americans ,",2
"upside down , first by passion and then",2
",",2
from the vast collective memory of the combatants,3
last 20 minutes,2
The Lion King was a roaring success when it was released eight years ago,4
the spell,2
"complex characters -- sometimes tender , sometimes angry",2
"The words , ` Frankly , my dear , I do n't give a damn , ' have never been more appropriate .",0
on,2
nothing short of mesmerizing,3
the movie version,2
", scariest movies to come along in a long , long time , easily rivaling Blair Witch or The Others .",3
will stomp away in disgust .,0
is utterly mad,2
reminds,2
on leftover Enron stock,2
cute,3
Maud and Roland 's search for an unknowable past,2
of collective action,2
for their work,2
"felt sad for Lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier , by Rohmer ,",1
games,2
eight years ago,2
"I found it intriguing , bizarre , Dogma-like in spots - and quite truthful , in its way",3
it 's about as exciting as a sunburn,0
rather superficial arthouse middle-brow film,1
for the all-too,2
very,2
modern,2
any,2
ca n't wait for the sequel,4
's,2
is,2
One of the most significant moviegoing pleasures,4
:,2
moments,2
who,2
goes,2
Chelsea,2
passion,2
the ending credits and,2
title,2
",",2
about,2
far,2
new,3
.,2
the depth and breadth,3
dreadful,0
",",2
", we 've seen just about everything in Blue Crush in one form or the other .",2
", the project is sensational and revelatory , even if scratching makes you itch .",4
series,2
of,2
those,2
at his best,4
The,2
now,2
blend together,2
may,2
"gives the quickly named Blossom , Bubbles and Buttercup supernatural",2
rather,2
entirely,2
timewaster,1
plays as well as it does thanks in large measure to Anspaugh 's three lead actresses .,3
",",2
someone,2
a regurgitation of cinematic violence,1
it,2
to anchor the emotional connections that purport to span a 125-year divide,3
It 's one heck of a character study -- not of Hearst or Davies but of the unique relationship between them .,3
", rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '",2
is small change .,1
is Grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the Hugh factor .,2
and,2
give us a character worth giving a damn about,2
of,2
Worth watching for Dong Jie 's performance -- and,4
Away,2
It,2
.,2
", suspense and action",3
far too self-conscious,1
simplistic,2
emergency,2
story,2
When,2
that does n't waste a moment,3
laying out,2
Spanish butler,2
sunk,2
", beautiful , thought-provoking foreign cinema",4
Soft Landings and Easy Ways Out,2
are magnificent,4
-LRB-,1
rather,2
than,2
into,2
language,2
Less,2
The Two,2
pays,2
` spectacular spectacle,4
a father and son connection that is a brief shooting star of love,3
and,2
thrilling,4
and,2
.,2
time,2
sit through its tidal wave of imagery,3
does n't,1
new and ingenious,3
"kids , and",2
a,2
"All-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us .",3
that,2
American Pie On Valium,2
positively,3
that,2
seem,2
",",2
starters,2
",",2
to,2
that,2
"Like all abstract art , the film does not make this statement in an easily accessible way , and -- unless prewarned -- it would be very possible for a reasonably intelligent person to sit through its tidal wave of imagery and not get this vision at all .",2
that,2
It appears that something has been lost in the translation to the screen .,1
"bad martial arts movies are all by themselves , without all Oedekerk 's impish augmentation",1
Martha,2
"dumbfoundingly , mind-numbingly bad .",0
more emotional,3
Breckin Meyer,2
are getting irritating,1
Pumpkin takes an admirable look at the hypocrisy of political correctness,3
again,2
are,2
too familiar to produce the transgressive,2
"rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '",1
weight,2
It,2
waste a moment,1
wildly,2
Not only,2
But this films lacks the passion required to sell the material .,1
's clear that All About the Benjamins is a totally formulaic movie,2
is ultimately a pointless endeavor,1
the,2
left me with a very bad feeling .,0
.,2
average comedic dateflick,2
As A Rumor of Angels reveals itself to be a sudsy tub of supernatural hokum,1
smooth the moral stiffness,2
", doddering , misogynistic boy",1
a highly satisfying quotient of Friday-night excitement and Milla,3
A study,2
but,2
's clear that All About the Benjamins is a totally formulaic movie .,2
a,2
minute,2
the filmmakers,2
in,2
The,2
resembles a bad high school production of Grease,0
that,2
up,2
and,2
hopelessly monotonous,0
the,2
a breath of fresh air,3
the seeds of the imagination to germinate,3
prankish comedy,3
the wonder and menace,2
filmed,2
occasionally,2
a fun little timewaster,2
vast collective memory,2
gets used best,3
memory,2
the big loser,1
route,2
this,2
its inhabitants,2
day,2
likable,3
and,2
dad,2
boys,2
of,2
and son connection,2
'll probably appeal more to guys than to their girlfriends who drag them to this movie for the Hugh factor,2
casual fans could correct in their sleep,1
place,2
make much of a splash when it 's released,2
love -- and hate,2
may just,2
like,2
.,2
the full brunt of the comedy,2
for,2
Wedding,3
deeply satisfying,4
comedy,3
stage,2
his ingredients,2
oddly likable,3
"the original ,",2
"want to hang onto that ski mask , as robbery may be the only way to pay for his next project",1
",",2
and,2
is,2
You wonder why Enough was n't just a music video rather than a full-length movie .,1
a,2
ensemble,2
random moments,2
done a great disservice,0
A subtle and well-crafted -LRB- for the most part -RRB- chiller .,3
chemistry,2
life,3
stunning,4
enjoy,4
straight out of central casting,2
I,2
.,2
A compelling Spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession,4
There,2
a,2
that,2
work,2
having,2
serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people .,4
has,2
My,2
A subject like this should inspire reaction in its audience ; The Pianist does not,0
most,2
kiddie-flick,2
"Too slow ,",1
youth,2
to,2
do n't go to the movies for,1
exceptionally,3
look,2
as well,2
The minor figures surrounding -LRB- Bobby -RRB- ... form a gritty urban mosaic,3
to watch a movie that has n't been focus-grouped into tedium,2
get to the good stuff,1
drippiness,2
a head,2
you have done so,2
its tidal wave of imagery,3
inner,2
empty and,1
's,2
a,2
into,2
audience,2
here,2
's not,2
's about all it does well,1
1949,2
kitsch,2
U.S.,2
girl,2
put off everyone,1
Like Leon,2
This Nickleby thing,2
laying out some of the major issues,1
hold,2
"artful , intelligent film",4
original,3
compelling anatomy of grief and,4
",",2
an,2
Lan,2
tragic loss,1
is careful not to make fun of these curious owners of architectural oddities,3
careful,2
dilithium,2
swaggering,3
fanciful touches,3
its,2
a passion for Musketeers,2
I,2
energetic and satisfying if not deep and psychological,3
held back from being something greater,1
never,2
to embark a major career as a commercial yet inventive filmmaker,3
ca n't,2
",",2
this PG-13-rated piffle,2
as a dream,2
be sweet and wickedly satisfying at the same time,3
just plain,1
"Characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license Avary employs .",1
pure ',3
the input,2
A,2
most,2
and,2
perhaps because he 's been stirred by the powerful work of his co-stars,3
Kissinger 's,2
that,2
.,2
does n't transform Caviezel into a movie star,2
and ear candy,3
milk it with despondent eyes and whine that nobody treats him human enough,2
"For all its impressive craftsmanship , and despite an overbearing series of third-act crescendos",3
"the modern condition of rootlessness , a state",3
some awful acting and,0
only,2
"John Turturro ,",2
ways kids,2
much,2
"There 's something with potential here ,",3
hip-hop arcana,2
still dealing with its fascist past,1
"the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive",3
.,2
without fuss ;,2
",",2
released,2
on the reef,2
much,2
--,2
about,2
resonance,3
told fairly well and,3
many,2
's,2
.,2
"the movie 's soundtrack ,",2
improved,3
hefty audio system,2
A taut psychological thriller,3
Americans,3
far more,2
170-minute length,2
"snowballs out of control ,",2
are the big problems,1
"It feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes .",0
exactly the same -LRB- as The Full Monty -RRB-,1
the,2
"Drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",3
of,2
extend your arms,3
sweet,4
character,2
"Sit through this one , and you wo n't need a magic watch to stop time ; your DVD player will do it for you .",1
A beguiling splash,3
", Hunter -- starring Irwin and his American wife\/colleague , Terri -- is a movie children should enjoy .",3
champion,3
film,2
"be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull",1
no doubt,2
very good,3
from,2
into something strangely diverting,3
most tedious scenes,0
glides through on some solid performances and witty dialogue,3
Hill,2
"Whether writer-director Anne Fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .",3
spotlights the underlying caste system in America,3
the kind of movie,2
squarely,2
its,2
"directed , cowrote and starred in borders on the grotesque",1
the,2
toss,2
can not,2
Beck seems to be under the illusion that he 's shooting the latest System of a Down video .,1
cliche-riddled,1
"Jeffrey Dahmer , serial killer",2
things,2
If You Can is n't badly made,2
action,2
the,2
uses stereotypes in a delightful blend of sweet romance and,3
full-length movie,2
", costumes , music , cinematography and sound",2
lively,3
feature debut,2
Anchored by Friel and Williams 's exceptional performances,4
"with unpleasant characters , hit-and-miss performances and awkwardly staged scenes",0
their,2
in,2
's,2
"an idolized culture , self-loathing and",2
mistaken,2
.,2
the confusions you had while watching it,1
that,2
depend on,2
more than perfunctory skill,2
including,2
ultimately,2
its specific story,2
minus,2
and,2
strength,3
treading desperately,1
provides,3
it 's an emotion closer to pity,2
to their girlfriends who drag them to this movie for the Hugh factor,2
"who are n't interested in rap , as it cuts to the heart of American society in an unnerving way",1
music,2
is a watchable movie that 's not quite the memorable experience it might have been .,2
is a very original artist in his medium,3
rejected,1
have it both ways,2
's also an abundance of hackneyed dialogue and more silly satanic business,2
another studio horror franchise,2
There can be no other explanation .,2
flick,2
the smarter,3
that,2
every Star Trek movie has gone before,2
sporting a breezy spontaneity and realistically drawn characterizations,3
"you 're a WWF fan ,",2
the teens,3
to the intelligence of the true genre enthusiast,3
for,2
is trying something in the Martin Scorsese street-realist mode,2
missing,2
Hardly,2
reveals,2
tell of the unspeakable,2
are,2
trifle,2
delicate little film,4
film,2
"in the end , Pumpkin is far more offensive than it is funny",1
both kids and parents entertained,3
ca,2
",",2
fundamental choices,3
ghoulish,2
's,2
",",2
!,2
selling novel,2
undermine this adaptation,1
full,3
movie,2
"At a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history .",4
The,2
have,2
Fatal Attraction = do n't have an affair with a nutjob,2
everything 's in place,2
A smart,4
94 minutes,2
to see a girl-power movie that does n't feel it has to prove anything,2
their,2
The draw -LRB-,2
"an unlikely , but likable , hero",3
make a playground,2
"will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized .",0
absolute control,2
in the privileged position of eavesdropping on his characters,2
motions,2
appeal to the impatient,2
in,2
.,2
disgust,0
its narrative form,2
gender,2
and,2
"to be somewhat well-acted , not badly art-directed and utterly unengaging no matter how hard it tries to be thrilling , touching or , yikes , uproarious .",2
big problems,1
from Friday,2
too serious,1
the,2
of the parents and ` vain ' Jia,2
"meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco Bollywood that , by the end of Monsoon Wedding , sent my spirit soaring out of the theater",4
", there 's no sense of actual passion being washed away in love 's dissolution .",1
",",2
Just,2
down,2
ca n't get any more gay,0
unexpected,2
self-conscious,2
his,2
MacDowell,2
"a mouse , for cryin ' out loud",1
's,2
much,2
individuals,2
deeply,2
A,2
know,2
done better,2
"Bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and",4
inner and,2
winning,3
not fear-reducing -RRB-,1
lame to work or be cool at others,2
week,2
this slightly disappointing sequel,1
"The very definition of the ` small ' movie , but it is a good stepping stone for director Sprecher .",3
individuals,2
the other direction,2
confirms,2
and,2
your,2
to the best European directors,4
for what it 's trying to do,2
And,2
could make Deutchland a popular destination for hungry tourists .,3
this,2
to think of its inhabitants as anything more than markers in a screenplay,1
extended,2
as,2
Will amuse and provoke adventurous adults in specialty venues .,4
energy,3
service,2
The,2
relatively,2
"'s something auspicious , and daring , too",3
most compelling Wiseman epic,4
starred in borders,2
circularity itself indicated profundity,1
the British court 's,2
its,2
.,2
Piano,2
needed,3
Worth watching for Dong Jie 's performance -- and for the way it documents a culture in the throes of rapid change,3
Orwell,2
"Against all odds in heaven and hell , it creeped me out just fine .",3
"could be mistaken for giving a public oration , rather than contributing to a film 's narrative",3
"on the basis of the wisdom , and at times , the startling optimism , of the children",3
"will grip even viewers who are n't interested in rap , as it cuts to the heart of American society in an unnerving way .",3
refreshingly,3
some,2
nagging suspicion,1
Mollà,2
"A better title , for all concerned",2
of,2
lets you grasp and feel the passion others have for their work,3
Allodi,2
Recoing 's bizzarre reaction,2
narrative,2
about the withering effects,2
nobody treats him human enough,3
a,2
Jagger,2
'd,2
.,2
"dancing , running",2
is absorbing as well as thought-provoking .,3
not,1
burly action flick where one coincidence pummels another,1
well-acted,3
.,2
.,2
A science-fiction pastiche,2
--,2
The film,2
grounded,3
sank,1
turns his distinctive ` blundering ' style,1
is good enough,3
"It has the ability to offend and put off everyone , but it holds you with its outrageousness",2
and,2
convoluted,0
I got a headache watching this meaningless downer .,0
The film 's performances are thrilling .,4
to perfection,3
"grand , uncomplicated fashion",3
college bumper sticker platitudes,2
Unfaithful,2
execution,2
's not silly fun unless you enjoy really bad movies,1
one,2
with,2
Auschwitz,1
does paint some memorable images ...,2
you have to be really dumb not to see where this is going,1
"'re not a fan ,",1
",",2
us,3
discernible craft,2
four-legged,2
too convoluted,1
its,2
would be to underestimate just how dangerous entertainments like it can be .,1
the,2
moments,2
star,2
"Not only are the special effects and narrative flow much improved , and Daniel Radcliffe more emotionally assertive this time around as Harry , but the film conjures the magic of author J.K. Rowling 's books .",4
repressed teenage memories in any viewer,2
"An entertaining , colorful , action-filled crime story with an intimate heart",4
comes,3
tragic,2
Confirms the nagging suspicion that Ethan Hawke would be even worse behind the camera than he is in front of it .,0
not,1
.,2
episodes,2
A,2
worthy addition,3
"gripping , searing portrait",3
Parker 's,2
the plot,2
to watch the host and hostess,2
this Magnolia Primavera,2
and terribly hip bit,3
"be more accurate to say that I found it intriguing , bizarre , Dogma-like in spots - and quite truthful , in its way",3
They should have called it Gutterball .,1
"Writer\/director Joe Carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic",2
than a hotdog,2
succinct,2
jump ship in January,1
guffaw,2
release,2
than they are of daytime television,2
and,2
being forced to watch the host and hostess,1
made,2
socio-histo-political,2
ways,2
its ambitions,3
it contains Jesse Ventura 's best work since the XFL .,3
clear the filmmakers were n't sure where they wanted their story to go,1
Godard,2
A,2
three,2
our grains,2
but,2
Exists,2
"It 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication -LRB- and who knew they even had any ? -RRB- .",0
the wacky talent,3
fiction,3
your brain,2
is a film that defies categorisation,3
executives,2
important,2
The,2
preachy or syrupy,2
this,2
transparently moving,2
--,2
when,2
literate,4
but,2
too lame to work or be cool at others,1
hood rats,1
provides,3
woman 's,2
.,2
directing by Callie Khouri,2
neater trick,2
"'s something auspicious , and daring , too ,",3
far,2
of,2
disturbingly close-up look,1
questions,2
sober and,2
as unpleasant,1
it,2
Martin,2
a hole,2
a,2
every,2
for,2
Delivers the same old same old,1
"is n't any funnier than bad martial arts movies are all by themselves , without all Oedekerk 's impish augmentation",2
nine sequels,2
is,2
but,2
jabs,1
truffle,2
and,2
Monte,2
of the Dead,2
his latest,2
whose compelling characters and intelligent script,3
by passion,2
control of both his medium and his message,3
More concerned with Sade 's ideas than with his actions,2
McConaughey 's fun to watch,4
its,2
no classic,2
would recognize,2
innocence,2
", character empathy --",2
seem fun,3
"A broad , melodramatic estrogen opera",1
strong,3
Sustains its dreamlike glide,2
",",2
rehashed sight gags,1
watching,2
pieces,2
so gross,1
either gender,2
too,2
of the Holy Land and its inhabitants,3
as,2
New,3
lyric moments,3
movie,2
Though Catch Me If You Can is n't badly made,2
sophomore,2
emotional,2
"a coherence absent in recent crass-a-thons like Tomcats , Freddy Got Fingered , and Slackers",2
",",2
an actual feature movie,3
Deadeningly dull,0
"You 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear",4
's,2
Miller 's,2
", this is the same movie you probably loved in 1994 , except that it looks even better .",3
as,2
have to be really dumb not to see where this is going,1
is,2
",",2
Made with no discernible craft and monstrously sanctimonious in dealing with childhood loss .,1
", there 's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at .",1
"put on 30 pounds for the role , and has completely transformed himself from his smooth , Goodfellas image",3
in,2
you,2
the surface,2
humor,4
otherwise intense,3
necessarily,2
's,2
of,2
.,2
's,2
it,2
"And if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins .",3
Remember the kind of movie we were hoping `` Ecks vs. Sever '' or `` xXx '' was going to be ?,2
thorn and vinegar,1
Steven,2
have,2
.,2
a preschooler 's fancy,2
that,2
"through watching this saccharine , Easter-egg-colored concoction",1
scenario,2
",",2
artistic,3
.,2
`,2
"Deadeningly dull , mired in convoluted melodrama ,",1
it,2
and,2
hours,2
director Dario Argento,2
textural gloss,2
the presence,2
be engaging,3
I 've always dreamed of attending Cannes,2
"in the movie 's soundtrack , a joyful effusion of disco Bollywood that , by the end of Monsoon Wedding , sent my spirit soaring out of the theater",4
scary here except for some awful acting and lame special effects,1
of the comedy,2
has a movie so closely matched the spirit of a man and his work,4
looks made for cable rather than for the big screen,1
the heels,2
to,2
Iran,2
a nightmare,1
2,2
"The most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute",0
's,2
how long it 's going to take to get there,2
"The stripped-down approach does give the film a certain timeless quality , but",2
past,2
to,2
second,2
it should peak and is more,2
bother,2
goes,2
a light on every night,2
lifeless,2
optimistic that there 's hope for popular cinema yet,3
up,2
"slow -- very ,",1
been doing something wrong,1
will likely,3
From Elysian Fields,2
the film industry,2
In his first stab at the form,2
a visual style that is willfully overwrought,1
"There 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .",3
it,2
-LRB- and sometimes illegal,1
movie,2
can make it more than fitfully entertaining .,2
even,2
other,2
"tailored an epic tale into a lean , economical movie",3
with scenes that seem simply an ill fit,1
is a succinct low-budget film whose compelling characters and intelligent script are exactly what was missing from Rabbit-Proof Fence .,3
worth,2
the otherwise compelling director needed to get off his chest,2
authentic,3
thriller,3
in,2
put you,2
in,2
characters,2
creativity,3
necessary,2
put -LRB- s -RRB-,2
From Heaven,2
done,2
and,2
are,2
left,2
charming and,3
lift,3
featuring,2
hemlock,2
human beings,2
with the shadow side of American culture,4
brilliant,4
to,2
about,2
-RRB-,3
boring,0
"Not for the prurient or squeamish , it 's a daring if overlong examination of an idolized culture , self-loathing and sexual politics .",2
compensated for by its wryly subversive tone,2
", long time",2
"Jason X is positively anti-Darwinian : nine sequels and 400 years later , the teens are none the wiser and Jason still kills on auto-pilot .",1
just how dangerous entertainments,2
is,2
makes,2
",",2
"well-made , funny and entertaining",4
as a Spanish butler with a foot fetish,3
fails to live up to the sum of its parts,1
sacred,1
.,2
will get a kick out of spotting Cleveland sites,3
to,2
to,2
green Mohawk,2
Chaiken,2
even,2
seem,2
with,2
knee-jerk,2
on,2
of,2
of Anna Chancellor that makes this `` Two Weddings and a Funeral '' fun,3
dialogue,2
this is your ticket right here .,3
just when you think it ca n't get any more gay,0
farce,1
to make it memorable,3
period,2
's,2
pushes,2
sad trust,2
"being a clichéd , doddering , misogynistic boy 's club",1
",",2
film,2
of,2
the first Men in Black,2
plot points,2
India,2
Ghost Ship,2
story,2
humor,4
who have a passion for Musketeers,2
is a decent moral,3
but comes across more as a sketch for a full-length comedy,2
for,2
following up,2
boxing movie,2
is just too lame to work or be cool at others,2
is scary enough .,2
bad,0
Mostly Martha,2
the,2
is,2
of,2
's,2
cheerful,4
", there is an unsettled feeling to the film",1
A,2
A,2
story,2
funny,3
's,2
long,2
welcome well,2
's,2
.,2
"of Robert Forster , Anne Meara , Eugene Levy , and Reginald VelJohnson",2
"is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent",1
never,2
be very possible for a reasonably intelligent person to sit through its tidal wave of imagery and not get this vision at all,1
James,2
"to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging",1
could not,2
shows,2
roaring success,4
assassination,1
dramas,2
of infantile that makes you wonder about changing the director and writer 's diapers,0
affairs,2
plot twist,2
sequel that 's much too big for its britches,1
span a 125-year divide,2
gets terrific performances from them all,4
are,2
one,2
McConaughey 's,2
are,2
"Not a film to rival To Live , but a fine little amuse-bouche to keep your appetite whetted .",2
elemental,2
that,2
his,2
in some time,2
